ID,Name,Description,WriteUp,Category,Cost,IndoorOutdoor,Address,PhotoURL,Latitude,Longitude,Neighborhood,City,ZipCode,Phone,Website,Instagram,Email,Duration,Hours,ParkingInfo,PublicTransit,Tags,KidFriendly,PetFriendly,Accessibility,WeatherPreferences,RainOk,IdealTempMin,IdealTempMax,WindSensitive,RequiresGoodVisibility,WeatherBoost,TidePreference,TideCritical,Tips,BestTimeToVisit,BestFeature,WhatToBring,StaffPick,Featured,Priority,Sponsored,Rating,ReviewCount,MetaDescription,Keywords,Slug,Status,Source,Difficulty,AgeRestriction,GroupSize,ReservationRequired,SeasonalAvailability
healing-waves-wellness,Healing Waves Wellness,"Healing Waves Wellness is a wellness facility in Santa Cruz, Santa Cruz.",,Wellness Center,30,Indoor,"303 Potrero St suite 16, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2fcshWIMtGFmmSpQmhXo3Tp3s7__FEmO419viHk26FcynG8gx7b_JY4nGJ9IeIz-cPrEvQlKezuORwN3kqILHYzVK-wVdvMoblnK0X8WgOjO_gYg9Txb9bjoCoD65QScfEgvN1LfkMh684bbqsWV4D_J4Csp5jw7k57hRn9-qWF8R7Ck3HTFT42uPIaARF_STZSrweL5qNAjgbXeyc0IzknlkVRzSw1e_J4Dz0ohCGIRPjwur0NGdIrqZL1hEUXA79h_nfHgZjzO41PuW4tEd8RTWIWlVajXkLMhZd4zR8j8Q&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9814559,-122.0305423,Santa Cruz,Santa Cruz,,(831) 466-3900,http://www.healingwaveswellness.com/,,,45-60 minutes,Monday: 10:00 AM – 7:00 PM; Tuesday: 10:00 AM – 7:00 PM; Wednesday: 10:00 AM – 7:00 PM; Thursday: 10:00 AM – 7:00 PM; Friday: 10:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,,,"wellness,health,fitness,self-care,classes,group-fitness",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,,false,false,,false,5,12,"Healing Waves Wellness - Wellness Center in Santa Cruz, Santa Cruz. Professional wellness services.","wellness center, wellness, santa cruz, santa cruz, fitness, health",healing-waves-wellness,Published,Google Places,,,1-on-1 sessions,false,year-round
shizen-chiropractic,Shizen Chiropractic,Shizen Chiropractic provides chiropractic care in Westside. Professional spinal adjustments and wellness care.,,Chiropractic,60,Indoor,"930 Mission St UNIT 3, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2eTGKyj0POEz7C0S6eHIFlKXS5GnAEwQTs2rLyLzJhFr9fW5aOf3djdu2wA4T1pMl5sQgwQK5qlrTxGquBoF4ODv4jfysnktIRl0Et9iOhpkx3I5Xh3-u-fRZ7JKZ3SMfgDKWKewbLa2X6MjZMix_sKpNfWPcWyjlNpCbleaXJFdVzrwvYy1W8I_GZsxgIOkaTe4PartSHqbBBpUq2LuyPJoDxPuebAcD834JvXt8SgE3SIeDTTWgmwGNDCoHV8U6rJ8YgeN7gYcJQHxouiYBigmwKHeyMIeYYISUgo1Cc7bw&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.971626,-122.0362875,Westside,Santa Cruz,,(831) 246-6301,https://shizenchiropractic.com/,,,45-60 minutes,Monday: 1:30 – 5:30 PM; Tuesday: 9:00 AM – 3:00 PM; Wednesday: 9:00 AM – 3:00 PM; Thursday: 1:30 – 5:30 PM; Friday: Closed; Saturday: 2:30 – 5:30 PM; Sunday: Closed,,,"wellness,health,fitness,self-care,chiropractic,spinal-health,pain-relief,wellness,classes,group-fitness",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,,false,false,,false,5,6,"Shizen Chiropractic - Chiropractic in Westside, Santa Cruz. Professional wellness services.","chiropractic, wellness, westside, santa cruz, fitness, health",shizen-chiropractic,Published,Google Places,,,1-on-1 sessions,false,year-round
walking-doc-chiropractic,Walking Doc Chiropractic,Walking Doc Chiropractic provides chiropractic care in Santa Cruz. Professional spinal adjustments and wellness care.,,Chiropractic,60,Indoor,"618 Frederick St, Santa Cruz, CA 95062, USA",,36.9797994,-122.004188,Santa Cruz,Santa Cruz,,(650) 597-3502,,,,45-60 minutes,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 12:00 AM – 6:00 PM; Thursday: 10:00 AM – 5:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 12:00 – 4:00 PM; Sunday: 9:00 AM – 3:00 PM,,,"wellness,health,fitness,self-care,chiropractic,spinal-health,pain-relief,wellness,classes,group-fitness",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,,false,false,,false,5,28,"Walking Doc Chiropractic - Chiropractic in Santa Cruz, Santa Cruz. Professional wellness services.","chiropractic, wellness, santa cruz, santa cruz, fitness, health",walking-doc-chiropractic,Published,Google Places,,,1-on-1 sessions,false,year-round
inside-out-health,Inside Out Health,"Inside Out Health is a wellness facility in Soquel, Santa Cruz.",,Wellness Center,30,Indoor,"501 Soquel Ave Suite G, Santa Cruz, CA 95062, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2fiRXbGEu4xsrQHL_FbTIYIsuo0XsyG4igxRpE0zeyxNGmDLlVenXvItmi4x8RZbOTTy7RTjOEoVPv8SLRevp08NrGPyOmzM_XWO1nBC7UNooThBVtNzJpnA9KPrPo3hLXrPyIJlWlnShc04l58YvT3M4RwFs4PiO-xvCv9vOvEatQIDakc7plX25otQh6kYmV69T2VFFXZoxQpzxMomR782DqE3mfgJa1wzt-h9tsT-hsNnYGWbBoCPASNIKCTS_cyheYPgYbjroH04q27ORYHfLO3NR06F6K5Y_EyO45rfQ&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9754998,-122.018008,Soquel,Santa Cruz,,(831) 515-6041,https://www.drnicholashyde.com/,,,45-60 minutes,Monday: 8:00 AM – 7:00 PM; Tuesday: 8:00 AM – 7:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: 8:00 AM – 7:00 PM; Friday: 8:00 AM – 7:00 PM; Saturday: 10:00 AM – 2:00 PM; Sunday: Closed,,,"wellness,health,fitness,self-care,classes,group-fitness",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,,false,false,,false,5,11,"Inside Out Health - Wellness Center in Soquel, Santa Cruz. Professional wellness services.","wellness center, wellness, soquel, santa cruz, fitness, health",inside-out-health,Published,Google Places,,,1-on-1 sessions,false,year-round
lionheart-chiropractic,LionHeart Chiropractic,LionHeart Chiropractic provides chiropractic care in Santa Cruz. Professional spinal adjustments and wellness care.,,Chiropractic,60,Indoor,"710 River St Unit 5, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2cMdxAelI1TBQGlu5Gc-Pb7mgnAV4UzeAnWaq8y2xJ1v0TCgS-Yv37ZCWiJ9DEycG66E5LEYK_oNwTfINOjI-FXeAqjcEB_r9rxDMWDmWjnrX9ivt1NKAZaZ8whvICPyyd2Izn9EzxjYqQ0UcRJPe14vwO1dLtFNneJPYuEKXoV-eyEohlzoetL3z4cGlABLZhBci1GxaYvE5_WJ5Ale3hSIDYiyneryireexStVS-Xgi0LAKap9rXdloVM77hpLyN7cIecPmKHtv03hW4vHnpsM5_OSc2L1ezlMA2F2JU&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.98381,-122.029233,Santa Cruz,Santa Cruz,,(831) 515-9004,http://lionheartchiropractic.com/,,,45-60 minutes,Monday: 12:00 – 6:30 PM; Tuesday: 12:00 – 6:30 PM; Wednesday: 12:00 – 6:00 PM; Thursday: 12:00 – 6:30 PM; Friday: 12:00 – 5:00 PM; Saturday: Closed; Sunday: Closed,,,"wellness,health,fitness,self-care,chiropractic,spinal-health,pain-relief,wellness,classes,group-fitness",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,,false,false,,false,5,11,"LionHeart Chiropractic - Chiropractic in Santa Cruz, Santa Cruz. Professional wellness services.","chiropractic, wellness, santa cruz, santa cruz, fitness, health",lionheart-chiropractic,Published,Google Places,,,1-on-1 sessions,false,year-round
evolve-wellness-studio,Evolve Wellness Studio,"Evolve Wellness Studio is a wellness facility in Santa Cruz, Santa Cruz.",,Wellness Center,30,Indoor,"120 Pearl Alley, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2fvtKDtUr5_vdnqDwXXRfFYdObBsfcNxU8327FqJJbhbFJ0WSH1JiB97pxMQUsGgMETDWqZFRo1SWnTGSKi1RNMuY1w_n3BETaKET3WWCYyxv_x5bMleZLuqhEO0RCWOYwpoPqdeYtS08TC6b-zofYQD3LMrFYXyUgWY-V6U4naoShnz_3rMucnkWo3IF51V-C2Y_GEfCDcBcPpYra4dTmmWQd2jQic21WlI0L6_NogaOPZfKd7h8anshuz0m2mw3PaP0nkx4R5WfFAVy-GwoDUhXDBwwIeDCgCexHfNqiGOA&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9729815,-122.0266696,Santa Cruz,Santa Cruz,,(831) 420-1212,http://www.evolvewellnessstudio.com/,,,45-60 minutes,Monday: Closed; Tuesday: 3:30 – 6:30 PM; Wednesday: 9:00 AM – 12:30 PM; Thursday: 3:00 – 6:30 PM; Friday: 10:00 AM – 12:30 PM; Saturday: Closed; Sunday: Closed,,,"wellness,health,fitness,self-care,classes,group-fitness",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,,false,false,,false,5,24,"Evolve Wellness Studio - Wellness Center in Santa Cruz, Santa Cruz. Professional wellness services.","wellness center, wellness, santa cruz, santa cruz, fitness, health",evolve-wellness-studio,Published,Google Places,,,1-on-1 sessions,false,year-round
back-in-shape-chiropractic,Back In Shape Chiropractic,Back In Shape Chiropractic provides chiropractic care in Santa Cruz. Professional spinal adjustments and wellness care.,,Chiropractic,60,Indoor,"3811 Portola Dr, Santa Cruz, CA 95062, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2fsIwPBFaQ0kcrb9Hqr4Ty0ZQbeeMIIBB5ghnNfRTKj9GrnZxOpZTGB19Xh7HaMWqK2odPxfqZLegBk2PMxFC5jo53GdWe6vN7yeH9KiZKyS5a4kYV8HQcy9ynyZTe-9AGKYYdOT4NsaonhZyS5cMiJcZjlt1L6Ic_ZXRqobYVYDn0uPpQotL6bFayMePeo4YKK_EIgV3Lf_3UW6w1ae4Zdmo6vqLBpsmZhDnN6yQzyBtjXiT9rLtpvioHIS_zfpKyKvMvKTECWQ-QtpSjHHsAz-2zf9fSndaDnUtAK-DhvWTCN7RZEe2aFfeYx2BW5kOWkZlJskP7qeY9Wf81uTsq4LIo5jLGorZ8_WvVgSkXPvVtS-Oehf2NjLOY0htKfWpYahFzXiYU04snjzXsyeODG9LxEwvvGnsYt1NWU3c8&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9636663,-121.9668595,Santa Cruz,Santa Cruz,,(831) 475-1600,https://www.stewartchiropractic.net/,,,45-60 minutes,Monday: 8:30 AM – 6:00 PM; Tuesday: Closed; Wednesday: 8:30 AM – 6:00 PM; Thursday: 8:30 AM – 6:00 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,,,"wellness,health,fitness,self-care,chiropractic,spinal-health,pain-relief,wellness,classes,group-fitness",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,,false,false,,false,4.2,5,"Back In Shape Chiropractic - Chiropractic in Santa Cruz, Santa Cruz. Professional wellness services.","chiropractic, wellness, santa cruz, santa cruz, fitness, health",back-in-shape-chiropractic,Published,Google Places,,,1-on-1 sessions,false,year-round
justin-mcleod-dc,"Justin McLeod, DC","Justin McLeod, DC is a wellness facility in Santa Cruz, Santa Cruz.",,Wellness Center,30,Indoor,"550 Water St B1, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2c5MS3C_D3g0NcZAa90crqtz9KrF2NAv7mS8WKHM_L7AywC6x2Uo0d4D34XInfPkvUy7KLdkNaZ2ZUVclqSFRP1p_uih5MeC5KJxaLksTeVtD7ec5x-bL90N6J55-0qdOEWEPJ7JwQN4PUKKEatbkLdNfyjRunbh6hek6RlrzveTvZsH5IlpQ-wESpyXE9nGW5BdOcRY9yvcJUPpwaIIhX5HIpaJkMulKcFjU_aUPsbYE394gIGYd48bwwo3YlBUTH1BpIKsLP1DhDUKAj6cf24otAs6AHFKGsztcfLbI9msg&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9799433,-122.0192436,Santa Cruz,Santa Cruz,,(831) 713-8400,http://www.santacruzspineandsport.com/,,,45-60 minutes,Monday: 8:30 AM – 6:00 PM; Tuesday: 9:00 AM – 12:00 PM; Wednesday: 8:30 AM – 6:00 PM; Thursday: 9:00 AM – 12:00 PM; Friday: 8:30 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,,,"wellness,health,fitness,self-care,classes,group-fitness",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,,false,false,,false,5,28,"Justin McLeod, DC - Wellness Center in Santa Cruz, Santa Cruz. Professional wellness services.","wellness center, wellness, santa cruz, santa cruz, fitness, health",justin-mcleod-dc,Published,Google Places,,,1-on-1 sessions,false,year-round
network-chiropractic-wellness-center,Network Chiropractic Wellness Center,Network Chiropractic Wellness Center provides chiropractic care in Soquel. Professional spinal adjustments and wellness care.,,Chiropractic,60,Indoor,"1414 Soquel Ave #102, Santa Cruz, CA 95062, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2cUoK5dwzC4WJECe2MY8p6iTOg1W-g697L6dqBzmuLwpFx8mWBGY_0TiyHrfFUEEkyb8T2sr6K347ZtNdqRKZPszPAzaSSu0z7BSKQP6AtT810CbVkjLO7o0yoJXpvXxS8i26H8sT6IVPd4p-dtBV3T_jz4xDu7PbBqwBFvbCQ-lYYzPXTVyILiF0nxpgCSqTzA1zpizgCNXpjEBZ4uHlHdIGjXBOoAS2SD_AhlI7ArMnmmuNg3pB8PZyGwDj0hvWI3ocuCJKsibdNIaYB4Hk4p9Kb4pcLaJvgqO9gBf0rwww&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9810828,-122.0058224,Soquel,Santa Cruz,,(831) 459-8434,http://spinalsense.com/?UTM_source=GBL,,,45-60 minutes,Monday: 8:30 AM – 4:00 PM; Tuesday: 8:30 AM – 6:00 PM; Wednesday: Closed; Thursday: 8:30 AM – 6:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,,,"wellness,health,fitness,self-care,chiropractic,spinal-health,pain-relief,wellness,classes,group-fitness",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,,false,false,,false,5,96,"Network Chiropractic Wellness Center - Chiropractic in Soquel, Santa Cruz. Professional wellness services.","chiropractic, wellness, soquel, santa cruz, fitness, health",network-chiropractic-wellness-center,Published,Google Places,,,1-on-1 sessions,false,year-round
james-m-cartwright-dc,"James M. Cartwright, DC","James M. Cartwright, DC is a wellness facility in Santa Cruz, Santa Cruz.",,Wellness Center,30,Indoor,"618 Frederick St, Santa Cruz, CA 95062, USA",,36.9797994,-122.0041879,Santa Cruz,Santa Cruz,,(831) 460-9200,http://www.cartwrightwellness.com/,,,45-60 minutes,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 12:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: Closed; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,,,"wellness,health,fitness,self-care,classes,group-fitness",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,,false,false,,false,5,9,"James M. Cartwright, DC - Wellness Center in Santa Cruz, Santa Cruz. Professional wellness services.","wellness center, wellness, santa cruz, santa cruz, fitness, health",james-m-cartwright-dc,Published,Google Places,,,1-on-1 sessions,false,year-round
westside-clinic,Westside Clinic,"Westside Clinic is a wellness facility in Westside, Santa Cruz.",,Wellness Center,30,Indoor,"930 Mission St Ste 4, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2fvrf2SxsS9fZAWkoZmICWDcX0zmZbUNuRxhErmaLiwhTA4aovdnxpCkJpKotCqxaQztUudkacjz9XABOz94rMutYVhTjJCpHG2FF_x2YLeCW8_cWyGEfP9o38vEDG2G7S-FWK26TQ-9jYVs110TdYar7LDMBRjr5z0B_ofx4s_8vg3eaL_bKFjiH5JK7UFEhGwr5SmVl3omKHMSy8CXuUGwyIiEQC6-OCS8xRoKo8_UVE0jQmHQRVS1gva8naGMsNXu7vm1OAF23b7bNdhEOyZVIEjWq57i1HzEzoGnGdmWA&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.971626,-122.0362875,Westside,Santa Cruz,,(831) 429-1188,https://dakotahealthcenter.com/,,,45-60 minutes,Monday: 9:30 AM – 2:00 PM; Tuesday: Closed; Wednesday: 9:30 AM – 2:00 PM; Thursday: Closed; Friday: 9:30 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,,,"wellness,health,fitness,self-care,classes,group-fitness",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,,false,false,,false,5,2,"Westside Clinic - Wellness Center in Westside, Santa Cruz. Professional wellness services.","wellness center, wellness, westside, santa cruz, fitness, health",westside-clinic,Published,Google Places,,,1-on-1 sessions,false,year-round
santa-cruz-physical-therapy,Santa Cruz Physical Therapy,Santa Cruz Physical Therapy offers physical therapy services in Seabright. Licensed therapists for rehabilitation and recovery.,,Physical Therapy,100,Indoor,"1529 Seabright Ave, Santa Cruz, CA 95062, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2f0XXVRUBplpyjjQyeLPIpKDl_ELmQjz6TMO7DsDI9JZk884tbrJnK5H5uMWDecplVYvpGHygvo6MyEy_HH_8FrMc9wedH6y2hRkFOHFL_f31vdipSka7rBWkUomSnFzt6FFnJqQkVTKACnCoY4SdZ4tYQOPa-z_LenVbcT_2zH6PUxKBjsKug0N8YEVXfl4une3A8phlTiLM_oB8Pback0RKzIgzZaMoJBOLvx3dvcgv0zDyY4cYm-zLRjfLdG1DnMg9DcizrLl0LqGlnvTYCmuy-dyww4Bh2afTHpMoxzDA&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9785156,-122.0105972,Seabright,Santa Cruz,,(831) 458-6230,https://www.sutterhealth.org/find-location/facility/santa-cruz-physical-therapy-1043246788,,,45-60 minutes,Monday: 7:00 AM – 6:00 PM; Tuesday: 7:00 AM – 6:30 PM; Wednesday: 7:00 AM – 6:00 PM; Thursday: 7:00 AM – 6:30 PM; Friday: 7:00 AM – 5:30 PM; Saturday: 8:00 AM – 12:00 PM; Sunday: Closed,,,"wellness,health,fitness,self-care,physical-therapy,rehabilitation,injury-recovery,mobility,classes,group-fitness",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,,false,false,,false,2.9,9,"Santa Cruz Physical Therapy - Physical Therapy in Seabright, Santa Cruz. Professional wellness services.","physical therapy, wellness, seabright, santa cruz, fitness, health",santa-cruz-physical-therapy,Published,Google Places,,,1-on-1 sessions,false,year-round
precision-physical-therapy-fitness-santa-cruz,Precision Physical Therapy & Fitness Santa Cruz,Precision Physical Therapy & Fitness Santa Cruz is a budget-friendly fitness center in Soquel. Complete gym facilities and equipment.,,Gym,50,Indoor,"8030 Soquel Ave #200, Santa Cruz, CA 95062, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2cU6XUWS1mNCKbHTfCfhsEUcjruMi4mIYdfX5FoHqNzIGm422j8YAD3X4A1GCAaQ9Gr8J3ckwLH6c63bm_MCZP4uhSfCrg08QiKMmMY7SY2oKV_DfP1kpJ_vnXVI8HWLrwdgAqhhUrrzbrG1lHplRVfONIQxwjgDRNi90JoK3wvn5h0thnVB8OfRC7_5JvWkMU73KK12cysLNHSXky3w7MY_DJmQiUtb4aoLCVzJ1s364Jm-s37oY5M-AJfA-QVESGOJWp_ineEGtQVsr597QLcWermJLn071Q9sfCaSWpczQ&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9820866,-121.9669302,Soquel,Santa Cruz,,(831) 464-8200,http://www.prefitpt.com/,,,Varies,Monday: 7:30 AM – 6:30 PM; Tuesday: 7:30 AM – 6:30 PM; Wednesday: 7:30 AM – 6:30 PM; Thursday: 7:30 AM – 6:30 PM; Friday: 7:30 AM – 6:30 PM; Saturday: Closed; Sunday: Closed,,,"wellness,health,fitness,self-care,gym,workout,strength-training,cardio,weights,classes,group-fitness,personal-training,1-on-1",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,Early morning or evening,,"Workout clothes, water bottle, towel",false,false,,false,4.7,226,"Precision Physical Therapy & Fitness Santa Cruz - Gym in Soquel, Santa Cruz. Professional wellness services.","gym, wellness, soquel, santa cruz, fitness, health",precision-physical-therapy-fitness-santa-cruz,Published,Google Places,,16+,1-on-1 sessions,false,year-round
premier-physical-therapy,Premier Physical Therapy,Premier Physical Therapy offers physical therapy services in Santa Cruz. Licensed therapists for rehabilitation and recovery.,,Physical Therapy,100,Indoor,"1003 River St # C, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2e7pMawwnJG0Ybxnk5otVRkfHAllM325CSWnL4WFmHr8BZ5JJY8_OkVJ7BIt3m1yJw7pkJd4FhXxqZ2ER_mWwAFb7Zn4jUvBo48mTDqcD7nlLB5wZKnL4MIIBF85ftqueDjQW8hRwwHiD3pVKldQg5cAVc7sgI9gmzlKqZ35UiZ8BPt8IVGWhoBLllZixOhkkL_uMOG7J69QGCK-TzntYU82NvpQkmxFebpnnQasYh96dU79cKG3WEJhA3lnOBjyzbl6fnSCVdIx4bZK6elZw_iE1__v5sc2ojvtk4BuAaDBA&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.9868665,-122.0305815,Santa Cruz,Santa Cruz,,(831) 457-1800,http://premiersmpt.com/,,,45-60 minutes,Monday: 7:30 AM – 6:00 PM; Tuesday: 7:30 AM – 6:00 PM; Wednesday: 7:30 AM – 6:00 PM; Thursday: 7:30 AM – 6:00 PM; Friday: 7:30 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,,,"wellness,health,fitness,self-care,physical-therapy,rehabilitation,injury-recovery,mobility,classes,group-fitness",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,,false,false,,false,4.2,26,"Premier Physical Therapy - Physical Therapy in Santa Cruz, Santa Cruz. Professional wellness services.","physical therapy, wellness, santa cruz, santa cruz, fitness, health",premier-physical-therapy,Published,Google Places,,,1-on-1 sessions,false,year-round
dewitt-physical-therapy,DeWitt Physical Therapy,DeWitt Physical Therapy offers physical therapy services in Soquel. Licensed therapists for rehabilitation and recovery.,,Physical Therapy,100,Indoor,"2724 Soquel Ave suite b, Santa Cruz, CA 95062, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2eY3OoI3gaPDrZg5KRGY10mrHNT5wQone3S0jqszemZhxucXG2lAlCCMd9be9H14T1nnSVlqIcTCh4xqVMIgHCUC9vuWSzJ5X_LlnKtFhYOzsKImwfDc9fNeVlRch4XB5GDbsvn9i9Y6IV3AswcMeDkg6epu2M7Q6mGTvIcIMtbedw9x7AJ6nFmQneS3gkix3NydF7sj424jle7Mm2h7EFPJ5eXD6mbus8Qq_rl2F_XJnD2cxB5DvUW0-cvNqVMGLv5auf4kyZNhsBlo0w-W-ScS3z2l1rNL19We3Mns5kwUQ&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.98525,-121.989304,Soquel,Santa Cruz,,(831) 475-2565,http://www.dewittpt.com/,,,45-60 minutes,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 12:00 PM; Saturday: Closed; Sunday: Closed,,,"wellness,health,fitness,self-care,physical-therapy,rehabilitation,injury-recovery,mobility,classes,group-fitness",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,,false,false,,false,5,197,"DeWitt Physical Therapy - Physical Therapy in Soquel, Santa Cruz. Professional wellness services.","physical therapy, wellness, soquel, santa cruz, fitness, health",dewitt-physical-therapy,Published,Google Places,,,1-on-1 sessions,false,year-round
santa-cruz-pelvic-health,Santa Cruz Pelvic Health,Santa Cruz Pelvic Health offers physical therapy services in Westside. Licensed therapists for rehabilitation and recovery.,,Physical Therapy,100,Indoor,"701 Mission St, Santa Cruz, CA 95060, USA",https://maps.googleapis.com/maps/api/place/photo?maxwidth=1200&photoreference=AciIO2ez_r1AO2_IoWOrvclJ29_t2SNsdMF46wa-z_idkgFhfIFcRfFdNtFkP8v4quW469RatdoYcZVSHfLUEVJqSS7oyu0w-wLvQ0UQ8816HL2Bn-2uHsOqZfmBty3eTIszu1K14pUAZEx9ZqGvUOcw3vmDtuSaUSW8kn0fnmZQvNawYlxYsdkZU1IA-IYoqbn6A2tv4Ilj_XHxylx9c6Z1rWWZb9IDOXVPr0Pgre1WMWyRHcBNOknYoTCsleS2Dd0-Zx988fiRUJOQto5I-bJPFfvLkOXON4CxPAUeBvoclXssIg&key=AIzaSyAvYrDzM-nkvO31l6yReM9py8xvxoy5WxI,36.97394,-122.034148,Westside,Santa Cruz,,(831) 461-8075,https://www.santacruzpelvichealth.com/,,,45-60 minutes,Monday: 9:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,,,"wellness,health,fitness,self-care,physical-therapy,rehabilitation,injury-recovery,mobility,classes,group-fitness",false,false,,"any,rainy,sunny,cloudy,foggy",true,40,100,false,false,1,,false,,,,,false,false,,false,5,14,"Santa Cruz Pelvic Health - Physical Therapy in Westside, Santa Cruz. Professional wellness services.","physical therapy, wellness, westside, santa cruz, fitness, health",santa-cruz-pelvic-health,Published,Google Places,,,1-on-1 sessions,false,year-round
